country,n_art,year,region,total_fat,notes,actors
burkina faso,1,2024,Western Africa,1571,"On 31 March 2024, JNIM militants attacked volunteer fighters (VDP) in the village of Koogo (Ouargaye, Koulpelogo). Two VDP and four civilians were killed.; On 31 March 2024, JNIM militants attacked soldiers and volunteer fighters (VDP) in the village of Tawori (Partiaga, Tapoa). The militants took possession of the military base. They killed 16 soldiers, 25 VDP and 32 civilians. Several houses and granaries were also burned in the village. JNIM claimed the attack in an unofficial video displaying a truck, a vehicle, several weapons and ammunitions, and also two soldiers captured. Total 73 fatalities coded.; On 29 March 2024, JNIM militants attacked civilians who went to collect wood near the dam of Djibo (Djibo, Soum). 20 civilians were killed. Women who also went to collect wood are reported missing.; On 26 March 2024, JNIM militants attacked a position of soldiers and volunteer fighters (VDP) in the town of Sanaba (Sanaba, Banwa). The air force intervened and conducted two drone strikes against the militants. One soldier (the chief of the military detachment), ten VDP and at 18 militants were killed. Five soldiers and four VDP were also injured. The soldiers and the VDP seized weapons, ammunition, motorcycles and various military equipment. Total 29 fatalities.; On 26 March 2024, the Burkinabe Army carried out air-ground operation against JNIM militant base in the village of Kiani (Gayeri, Komandjari). Official media stated at least 100 militants were killed and several weapons, motorcycles and various military equipment were seized. One soldier was killed and one soldier and one volunteer fighter (VDP) were injured. Unspecified fatalities coded as 11.; On 26 March 2024, JNIM militants burst into Adjoana, an hamlet of the village of Komandougou (Fada Ngourma, Gourma). The militants killed about ten civilians.; On 19 March 2024, JNIM militants attacked volunteer fighters (VDP) in the area of Namissiguima (Namissiguima, Yatenga). About ten VDP were killed.; On 18 March 2024, volunteer fighters (VDP) clashed with JNIM militants in the village of Touri (Zogore, Yatenga). Two VDP and about ten militants were killed.; On 17 March 2024, the Burkinabe air force carried out airstrikes against JNIM militants in the area of Natiaboani (Fada Ngourma, Gourma). Soldiers conducted sweeps after the airstrikes and clashed with JNIM militants. The Army stated several militants were killed, the base was destroyed, and several weapons were seized or destroyed. 10 fatalities coded.; On 17 March 2024, special police unit (GUMI) clashed with JNIM militants in the area Bogande (Bogande, Gnagna). At least seven militants were killed.; On 16 March 2024, the Burkina Faso air force carried out several airstrikes against JNIM militants between Taparko (Yalgo, Namentenga) and Silmangue (Bouroum, Namentenga). Several militants were killed and a vehicle was destroyed. 10 fatalities coded.; On 16 March 2024, as part of military operation, soldiers burst into the villages of Tindangou, Kpadiari and Nadiagou (Pama, Kompienga). At least 130 civilians were killed including women and children. The soldiers also forced around fifty Tindangou households to follow them to Pama. Fatalities split across three events, coded as 44.; On 16 March 2024, as part of military operation, soldiers burst into the villages of Kpadiari, Tindangou and Nadiagou (Pama, Kompienga). At least 130 civilians were killed including women and children. The soldiers also forced around fifty Tindangou households to follow them to Pama. Fatalities split across three events, coded as 43.; On 16 March 2024, as part of military operation, soldiers burst into the villages of Nadiagou, Kpadiari and Tindangou (Pama, Kompienga). At least 130 civilians were killed including women and children. The soldiers also forced around fifty Tindangou households to follow them to Pama. Fatalities split across three events, coded as 43.; On 13 March 2024, JNIM militants attacked soldiers and volunteer fighters (VDP) in the town of Boala (Boala, Namentenga). The air force intervened and conducted several drone and helicopter strikes against the militants. About 14 soldiers and VDP, and at least 20 militants were killed.; On 10 March 2024, JNIM militants attacked the town of Bane (Bane, Boulgou). At least 20 persons were killed including volunteer fighters (VDP) and civilians.; On 9 March 2024, the Burkinabe forces carried out an operation against a JNIM militant base in the village of Wanbsouya (Barsalogho, Sanmatenga). The soldiers seized fuel trucks, fuel cans, weapons, food and various other equipment. Several dozen militants were killed. 12 fatalities coded.; On 8 March 2024, the Burkinabe air force carried out drone strike against IS Sahel militants in the village of Touka-Bayel (Dori, Seno). Several militants were killed. 10 fatalities coded.; On 8 March 2024, JNIM militants attacked the village of Tessoaguen (Ouargaye, Koulpelogo). Two volunteer fighters (VDP) and 27 civilians including men, women and children were killed. Total 29 fatalities coded.; On 3 March 2024, the Burkinabe forces carried out an operation against JNIM militants in the commune of Sanaba (Sanaba, Banwa). The commune was emptied of its inhabitants because of deteriorating security conditions. At least 30 militants were killed during the operation.; On 29 February 2024, as part of military operation, likely soldiers burst into the villages of Bibgou and Soualimou (Gayeri, Komandjari). At least 150 civilians were killed including women and children. Fatalities split across two events, coded as 75.; On 29 February 2024, as part of military operation, likely soldiers burst into the villages of Soualimou and Bibgou (Gayeri, Komandjari). At least 150 civilians were killed including women and children. Fatalities split across two events, coded as 75.; On 29 February 2024, Burkinabe air force carried out airstrikes against JNIM militants in the area of Natiaboani (Fada Ngourma, Gourma). About ten militants were killed and motorcycles were destroyed.; On 29 February 2024, JNIM claimed to have attacked a Burkinabe forces (soldiers or volunteer fighters (VDP)) headquarters in Leo (Leo, Sissili). Six personnel were killed and two AK rifles and equipment were captured, the statement said.; On 29 February 2024, Nigerien air force carried out an airstrike against likely JNIM militants near Datambi (Boundore, Yagha). 10 militants were 'neutralized' (presumably killed) and their logistics destroyed.; On 27 February 2024, JNIM militants attacked a position of volunteer fighters (VDP) on the outskirts of the village of Irino (Kampti, Poni). At least 12 militants and two VDP were killed. Three VDP were also injured. The VDP seized a satellite phone, six motorcycles and four weapons.; On 27 February 2024, JNIM militants attacked soldiers and volunteer fighters (VDP) in the village of Oualga (Kaya, Sanmatenga). One soldier and five VDP and five civilians were killed. JNIM claimed responsibility, said its fighters raided two military positions in Dem and Oualga, killed 13 personnel, and displayed weapons, ammo, equipment, and tricycles said captured. 11 fatalities coded.; On 25 February 2024, IS Sahel militants clashed with soldiers at east of Essakane-Site (Gorom-Gorom, Oudalan). At least eight militants were killed and livestock seized by the soldiers.; On 25 February 2024, JNIM militants attacked the military base in the village of Natiaboani (Fada Ngourma, Gourma). The militants also attacked the mosque of the village. About ten soldiers and ten civilians were killed including a imam of the mosque. The air force intervened and conducted at least three airstrikes against the militants. Official medias stated several militants were killed and motorcycles and vehicles were destroyed, fatalities estimated as 10. Total 30 fatalities coded. JNIM claimed responsibility, said its fighters killed many soldiers, and displayed weapons, ammo, equipment, and a vehicle said captured.; On 25 February 2024, following an attack against VDP in Komsilga, likely soldiers and VDP burst into the villages of Noden; Soro (Thiou, Yatenga) and Komsilga (Ouahigouya, Yatenga). In a statement released by the prosecutor, about 170 civilians were killed including women and children, several were injured and material damage were recorded. JNIM said that 223 civilians were killed by the military between Thiou and Ouahigouya (Ouahigouya, Yatenga). HRW reported that at least 223 civilians were killed including 44 in Nonden and 179 in Soro. Fatalities split across three events, coded as 44.; On 25 February 2024, following an attack against VDP in Komsilga, likely soldiers and VDP burst into the villages of Soro, Noden (Thiou, Yatenga) and Komsilga (Ouahigouya, Yatenga). In a statement released by the prosecutor, about 170 civilians were killed including women and children, several were injured and material damage were recorded. JNIM said that 223 civilians were killed by the military between Thiou and Ouahigouya (Ouahigouya, Yatenga). HRW reported that at least 223 civilians were killed including 44 in Nonden and 179 in Soro. Fatalities split across three events, coded as 179.; On 25 February 2024, JNIM militants attacked a position of volunteer fighters (VDP) in the village of Komsilga (Ouahigouya, Yatenga). At least 13 VDP were killed. JNIM claimed responsibility, said its fighters killed 14 personnel, and displayed weapons, ammo, and motorcycles said captured.; On 25 February 2024, JNIM militants attacked soldiers securing a roadworks site in the area of Yalka (Kongoussi, Bam). Nine soldiers were killed and 13 were injured. The air force intervened and conducted at least two airstrikes against the militants. Official medias stated several militants were killed, fatalities estimated as 3. Total 12 fatalities coded. JNIM claimed responsibility, said its fighters killed 10 soldiers, and displayed a large quantity of weapons, ammo, vehicles, and motorcycles said captured.; On 25 February 2024, JNIM militants attacked the military base in the village of Tankoualou (Foutouri, Komandjari). Seven soldiers were killed and about 50 were injured. The air force intervened and conducted an airstrike against the militants in front of the military base, killing at least ten. JNIM claimed responsibility, said its fighters killed many soldiers, and displayed weapons, ammo, and equipment said captured. Total 17 fatalities coded.; On 25 February 2024, IS Sahel militants attacked a Catholic church in Essakane-Site (Gorom-Gorom, Oudalan). The attack took place during Sunday mass. In a statement released by the Diocese of Dori, 15 worshippers were killed and two wounded. IS Sahel claimed responsibility.; On 23 February 2024, JNIM militants attacked a position of volunteer fighters (VDP) in the town of Pensa (Ouahigouya, Yatenga). Three VDP were killed. The air force intervened and conducted airstrikes against the militants. Several militants were killed, fatalities estimated as 3. Total 6 fatalities coded.; On 23 February 2024, IS Sahel militants attacked the village of Tyekanyebi (Titabe, Yagha). 40 civilians were killed. The village was accused by IS-Sahel militants of collaborating with JNIM militants.; On 23 February 2024, IS Sahel militants attacked the village of Obouga (Titabe, Yagha). 20 civilians were killed. The village was accused by IS-Sahel militants of collaborating with JNIM militants.; On 20 February 2024, soldiers and gendarmes carried out air-ground operation against JNIM militant base in the area of Douroula (Douroula, Mouhoun). Official medias stated that 27 militants were killed including a leader called 'Hassane Idrissa Boly'.; On 13 February 2024, JNIM militants attacked soldiers and volunteer fighters (VDP) in the village of Paladoube (Fada Ngourma, Gourma). About ten VDP were killed, nine soldiers and VDP injured. JNIM claimed responsibility, said it killed 15 personnel, and displayed 14 weapons, ammo, and equipment said captured.; On 12 February 2024, suspected JNIM militants attacked the village of Kiougou-Kandaga (Komin-Yanga, Koulpelogo). Eight volunteer fighters (VDP) and five civilians, including the village chief were killed.; On 11 February 2024, a convoy of civilians escorted by soldiers struck four IEDs likely planted by JNIM militants in the village of Gorbale (Yalgo, Namentenga). One soldier and 12 civilians were killed, and one soldier was injured.; On 9 February 2024, JNIM militants attacked the village of Youba (Ouahigouya, Yatenga) after population was resettled. About ten civilians were killed.; On 9 February 2024, JNIM or IS Sahel militants attacked the village of Louguerbele, in the commune of Dori (Dori, Seno). Six civilians were killed and one injured.; On 7 February 2024, JNIM militants attacked the village of Kaldiouani (Tibga, Gourma). At least 50 civilians were killed.; On 4 February 2024, following an attack against VDP in the village of Kogo, the Burkinabe air force carried out airstrikes against JNIM militants near Kogo (Ouargaye, Koulpelogo). After the airstrikes soldiers and VDP conducted sweeps and were ambushed by JNIM militants near Kogo. Six VDP were killed and six were injured. Army stated several militants were killed and motorcycles were seized. Unknown militant coded as 3. 9 total fatalities coded.; On 4 February 2024, JNIM militants attacked the village of Komonkuy (Bomborokui, Kossi). The militants killed at least 21 civilians and seized livestock.; Around 3 February 2024, (between 1 - 5 February), soldiers and volunteer fighters (VDP) carried out operations against JNIM militants in the communes of Founzan (Founzan, Tuy) and Koumbia (Koumbia, Tuy). About ten militants were killed, weapons, ammunitions, magazine, five IED, ten motorcycles, three tricycles, fuel cans, ten bicycle, about 200 oxen, gas cylinders, money, 20 mobile phones, solar panels and various documents were seized and or burned. One soldier and two VDP were killed. One soldier, one police officer and two VDP were also injured. VDP from three villages were resettled. Fatalities split across two events, coded to 7.; Around 3 February 2024, (between 1 - 5 February), soldiers and volunteer fighters (VDP) carried out operations against JNIM militants in the communes of (Koumbia (Koumbia, Tuy) and Founzan (Founzan, Tuy). About ten militants were killed, weapons, ammunitions, magazine, five IED, ten motorcycles, three tricycles, fuel cans, ten bicycle, about 200 oxen, gas cylinders, money, 20 mobile phones, solar panels and various documents were seized and or burned. One soldier and two VDP were killed. One soldier, one police officer and two VDP were also injured. VDP from three villages were resettled. Fatalities split across two events, coded to 6.; Around 3 February 2024, (between 1 - 5 February), soldiers and volunteer fighters (VDP) ambushed JNIM militants in the village of Madiasso (Mangodara, Comoe). At least 12 militants were killed, and three VDP were seriously injured. The soldiers and the VDP seized weapons, ammunition and six motorcycles.; Around 3 February 2024, (between 1 - 5 February), soldiers and volunteer fighters (VDP) carried out operations against JNIM base in the village of Nawoubkiba (Namissiguima, Sanmatenga). At least 20 militants were killed. Weapons, ammunitions, rolling stock were seized. IED store was also destroyed.; On 31 January 2024, JNIM militants carried out simultaneous attacks against three volunteer fighters (VDP) advanced positions in the town of Tougouri (Tougouri, Namentenga). Police officers and gendarmes went to reinforce the VDP and repelled the attacks. Seven VDP and two militants were killed. Four VDP and two girls were injured.; On 30 January 2024, JNIM militants attacked the village of Potiamanga (Fada Ngourma, Gourma). The militants seized livestock, set fire to houses, and caused extensive material damage. About twenty civilians were killed. Several inhabitants left the village after the attack in direction of Fada Ngourma.; On 29 January 2024, Burkinabe forces carried out air and ground operations against JNIM militants in the forest of Nohao (Bittou, Boulgou). Eight militants were killed including a leader called 'Diallo Abdoul Djabarou'.; On 29 January 2024, JNIM militants ambushed a patrol of soldiers and volunteer fighters (VDP) in the area of Sanakui (Solenzo, Banwa). At least ten soldiers and VDP were killed. JNIM claimed responsibility, said it killed 13 soldiers, and captured 13 AKs and two hunting rifles.; On 28 January 2024, JNIM militants carried out attack against civilian vehicles and trucks on the national road N16, in the village of Nohao (Bittou, Boulgou). Eight civilians were killed, 18 others were injured, and seven vehicles burned.; On 27 January 2024, the Burkinabe air force carried out drone strikes against two JNIM vehicles between Tiasseri and Soam (Matiacoali, Gourma). The Army stated the vehicles were carrying ammunition crates and militants. The vehicles were destroyed. A helicopter also carried out air strikes against JNIM militants after the drone intervention. Several militants were killed. 10 fatalities coded.; On 25 January 2024, JNIM militants attacked volunteer fighters (VDP) advanced position in the town of Ouahigouya (Ouahigouya, Yatenga). Nine VDP were killed. JNIM claimed responsibility and said it killed 13 VDP in two attacks in the area of Ouahigouya. JNIM displayed several weapons, magazines and ammunition said captured.; On 25 January 2024, JNIM militants attacked soldiers and volunteer fighters (VDP) securing a civil worksite in the village of Biliga (Nassere, Bam). Six VDP, seven soldiers and one civilian were killed. Total 14 fatalities. The militants also set fire to an unknown number of equipment. JNIM claimed responsibility, said its fighters took control of the military barracks in Nassere and Biliga, killed five soldiers, seized three vehicles, nine motorcycles and various types of weapons including rifles and mortar. Nine vehicles were also burned the statement said.; On 21 January 2024, JNIM claimed to have killed more than 20 volunteer fighters (VDP) between Partiaga and Boungou (Partiaga, Tapoa). 10 AK rifles, 15 motorcycles, ammunition, and military equipment were captured, the statement said.; On 20 January 2024, volunteer fighters (VDP) clashed with IS Sahel militants in the village of Hakoundel (Seytenga, Seno). Two VDP and nine militants were killed. The VDP seized weapons and motorcycles.; On 18 January 2024, JNIM attacked the village of Kalbouli (Partiaga, Tapoa) killing at least 20 people and seizing food and livestock. At least 300 inhabitants left the village after JNIM militants threatened them with reprisals.; On 18 January 2024, JNIM militants attacked volunteer fighters (VDP) in the village of Kourpelle (Kongoussi, Bam). Two VDP and 11 civilians were killed. JNIM claimed responsibility and displayed weapons, ammunition, and equipment said captured.; On 17 January 2024, JNIM militants attacked the village of Signoghin (Karangasso-Vigue, Houet). At least six civilians were killed and ten wounded, four of them seriously.; On 17 January 2024, Burkinabe Forces conducted operations against IS Sahel militants along the road between Dori (Dori, Seno) and Gorom-Gorom (Gorom-Gorom, Oudalan). At least 15 militants were killed during the operations and equipment was seized.; On 16 January 2024, Burkinabe forces carried out air and ground operations against JNIM militants in the area of Folonzo (Niangoloko, Comoe). At least 30 militants were killed, militant camps, vehicles, weapons and various materials were also destroyed and or seized.; On 16 January 2024, JNIM claimed to have killed six IS Sahel militants in an area named as 'Alsoumadji', location coded to Souma (Koutougou, Soum). JNIM displayed weapons and ammunition said captured.; On 15 January 2024, JNIM militants attacked volunteer fighters (VDP) in the village of Nematoulaye (Padema, Houet). Six civilians were killed and ten were injured. The militants seized livestock and goods, and also burned shops and sheds in the village. After the attack, all inhabitants of Nematoulaye and the surrounding hamlets left the area. In a video released by the VDP, they requested the army's support in collecting the bodies of VDP left in the village after the attack.; On 14 January 2024, the Burkinabe air force carried out airstrikes against IS Sahel militants in the area of the Burkina Faso, Mali and Niger border, location coded to department capital Tin-Akoff (Tin-Akoff, Oudalan). At least four vehicles were destroyed and several dozens of militants were killed. 12 fatalities coded.; On 13 January 2024, the Burkinabe air force carried out airstrikes against IS Sahel militants in the area of the Burkina Faso, Mali and Niger border, location coded to department capital Tin-Akoff (Tin-Akoff, Oudalan). An armored vehicle was destroyed and several militants were killed. 10 fatalities coded.; On 13 January 2024, the Burkinabe forces claimed to have killed 12 JNIM militants including a leader in large-scale operations between Lalgaye and Sablogo (Lalgaye, Koulpelogo).; On 10 January 2024, soldiers and JNIM militants clashed in the area of Tiogo (Tenado, Sanguie). 8 militants were killed and two soldiers were injured. The soldiers seized one motorcycle, mobile phones, and a communication device.; On 10 January 2024, soldiers part of a supply convoy killed at least 25 civilians in the village of Boudieri (Kantchari, Tapoa).; On 7 January 2024, JNIM claimed to have attacked volunteer fighters (VDP) in the town of Sangha (Sangha, Koulpelogo). At least seven VDP were killed and AK rifles and ammunition were captured, the statement said.; On 4 January 2024, the Burkinabe air force carried out three drone strikes against JNIM militant positions in the area of Barani (Barani, Kossi). Soldiers conducted sweeps after the airstrikes. Several militants were killed. 10 fatalities coded.; On 3 January 2024, JNIM militants attacked the soldiers and volunteer fighters (VDP) base in the village of Gabou (Barsalogho, Sanmatenga). 17 VDP were killed and six were injured. JNIM claimed responsibility, said it killed at least 16 soldiers, and captured weapons, ammunition, and motorcycles.",JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; VDP: Volunteer for Defense of Homeland; Military Forces of Burkina Faso (2022-); Police Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; Military Forces of Niger (2023-); JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; Islamic State Sahel Province (ISSP); JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; Islamic State Sahel Province (ISSP); JNIM: Group for Support of Islam and Muslims; Islamic State Sahel Province (ISSP); Islamic State Sahel Province (ISSP); Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims and/or Islamic State Sahel Province (ISSP); JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; VDP: Volunteer for Defense of Homeland; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; VDP: Volunteer for Defense of Homeland; Military Forces of Burkina Faso (2022-); Civilians (Burkina Faso); Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; Civilians (Burkina Faso); VDP: Volunteer for Defense of Homeland; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; Civilians (Burkina Faso); Civilians (Burkina Faso); Civilians (Burkina Faso); Military Forces of Burkina Faso (2022-); VDP: Volunteer for Defense of Homeland; JNIM: Group for Support of Islam and Muslims; Islamic State Sahel Province (ISSP); VDP: Volunteer for Defense of Homeland; JNIM: Group for Support of Islam and Muslims; Civilians (Burkina Faso); Civilians (Burkina Faso); JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); JNIM: Group for Support of Islam and Muslims; VDP: Volunteer for Defense of Homeland; VDP: Volunteer for Defense of Homeland; Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); Civilians (Burkina Faso); Civilians (Burkina Faso); VDP: Volunteer for Defense of Homeland; Military Forces of Burkina Faso (2022-); Military Forces of Burkina Faso (2022-); Civilians (Burkina Faso); VDP: Volunteer for Defense of Homeland; Civilians (Burkina Faso); Civilians (Burkina Faso); JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); VDP: Volunteer for Defense of Homeland; Military Forces of Burkina Faso (2022-); Civilians (Burkina Faso); Civilians (Burkina Faso); Civilians (Burkina Faso); JNIM: Group for Support of Islam and Muslims; Civilians (Burkina Faso); JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; VDP: Volunteer for Defense of Homeland; Civilians (Burkina Faso); JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-); Civilians (Burkina Faso); JNIM: Group for Support of Islam and Muslims; VDP: Volunteer for Defense of Homeland; Military Forces of Burkina Faso (2022-); VDP: Volunteer for Defense of Homeland; Islamic State Sahel Province (ISSP); Civilians (Burkina Faso); VDP: Volunteer for Defense of Homeland; Civilians (Burkina Faso); Islamic State Sahel Province (ISSP); JNIM: Group for Support of Islam and Muslims; Islamic State Sahel Province (ISSP); VDP: Volunteer for Defense of Homeland; Islamic State Sahel Province (ISSP); Islamic State Sahel Province (ISSP); JNIM: Group for Support of Islam and Muslims; JNIM: Group for Support of Islam and Muslims; Civilians (Burkina Faso); VDP: Volunteer for Defense of Homeland; JNIM: Group for Support of Islam and Muslims; Military Forces of Burkina Faso (2022-)
canada,16,NA,NA,0,NA,NA
chad,1,2024,Middle Africa,102,"On 24 March 2024, a mine planted by ISWAP militants exploded at the passage of a Chadian army convoy which was chasing militants between Baltoua and Tchoukoutolia (Kaya, Lac). Between 7 and 10 militaries were killed and six were injured.; On 19 March 2024, and for a third day, Mouro ethnic militias clashed with Birgit ethnic militias in Tileguey village, Djourf Al-Ahmar department, location coded to the department capital Am Dam Dadjo, (Djourouf Al Ahmar, Sila) resulting in 15 people being killed. 42 fatalities split between three days (17 - 19 March), coded as 15. Security forces arrested 175 people involved in the fighting and seized 152 bladed weapons and 30 firearms.; On 18 March 2024, for a second day, Mouro ethnic militias clashed with Birgit ethnic militias in Tileguey village, Djourf Al-Ahmar department, location coded to the department capital Am Dam Dadjo, (Djourouf Al Ahmar, Sila), resulting in 15 people being killed. 42 fatalities split between three days (17 - 19 March), coded as 15. Security forces arrested 175 people involved in the fighting and seized 152 bladed weapons and 30 firearms.; On 17 March 2024, in a fighting that lasted for three days, Mouro ethnic militias clashed with Birgit ethnic militias in Tileguey village, Djourf Al-Ahmar department, location coded to the department capital Am Dam, Dadjo, (Djourouf Al Ahmar, Sila), resulting in 42 people being killed. 12 fatalities split between three days (17 - 19 March), coded as 5. Security forces arrested 175 people involved in the fighting and seized 152 bladed weapons and 30 firearms.; On 16 March 2024, members of the Mouro ethnic militias opened fire and killed 27 members of ethnic Birgit Muslims who were gathered to pray at a mosque in Tileguey village, (location coded to Adre, in Guergne, Assoungha, Ouaddai). Dozen more people were also injured. The attack was in retaliation to the attack against a Mouro man by ethnic Birgits over a land dispute that happened on the same day (coded separately).; On 28 February 2024, Chadian army opened fire at the headquarters of the opposition PSF party in the 2nd Arrondissment in NDjamena (Ndjamena, Ndjamena). The government claimed there was an exchange of fire resulting in at least 4 government soldiers and three PSF members killed, including the PSF leader, with reports that he was executed. At least 27 PSF activists were arrested including the uncle of the current President of the Republic. The government accused the PSF of attacking the Intelligence services headquarters and the Supreme Court a week ago, both claims the PSF has denied.; On 27 February 2024, overnight, PSF members gathered in front of the office of the National State Security Agency in Ndjamena (Ndjamena, Ndjamena) to demand the release of the body of a party member killed (coded separately), following his arrest for allegedly planning the assassination of the Supreme Court president. Government sources claimed PSF members opened fire against military forces while opposition sources claimed that the government security forces opened fire against demonstrators. 9 people were killed in the clash and 18 people were arrested. On 21 November 2024, Chadian authorities released PSF party Secretary General after nine months of detention, he was injured and arrested by Chadian security forces during the crackdown.; On 19 February 2024, MSF attacked ISWAP militias on an island in Tchoukoutolia (Kaya, Lac) killing an unknown number of militants. An unspecified number of fatalities coded as 10. MSF seized three canoes and five explosive shells.",Islamic State West Africa Province (ISWAP); Mouro Ethnic Militia (Chad); Mouro Ethnic Militia (Chad); Mouro Ethnic Militia (Chad); Mouro Ethnic Militia (Chad); Military Forces of Chad (2021-); Rioters (Chad); MSF: Multinational Security Force; Military Forces of Chad (2021-); Birgit Ethnic Militia (Chad); Birgit Ethnic Militia (Chad); Birgit Ethnic Militia (Chad); Civilians (Chad); PSF: Socialist Party without Borders; Military Forces of Chad (2021-); Islamic State West Africa Province (ISWAP)
chile,7,NA,NA,0,NA,NA
china,65,NA,NA,0,NA,NA
colombia,2,NA,NA,0,NA,NA
cuba,2,NA,NA,0,NA,NA
cyprus,2,NA,NA,0,NA,NA
djibouti,1,NA,NA,0,NA,NA
ecuador,8,2024,South America,35,"On 30 March 2024, in Guayaquil - Febres Cordero (Guayas), around four unidentified heavily armed assailants (described as hitmen) in a car and a motorcycle, got off their vehicles and opened fire dozens of times against a group of people in the Mariuxi Febres Cordero neighborhood, in the south Guasmo sector. Nine people were shot and killed, and ten others were injured and taken to hospital. Police stated that only one of the injured victims had criminal records for theft in 2017. The motivation behind the attack and its perpetrators are unknown. 9 fatalities.; On 23 March 2024, in Santa Elena (Santa Elena), three unidentified armed assailants came to Otto Arosemena neighborhood in a white pick-up truck and shot a people drinking outside a house (drive-by). Six of them died and two were injured. Police officers claimed that the attack was related to a territory dispute. 6 fatalities.; On 28 February 2024, in La Joya de los Sachas (Orellana), unidentified armed assailants shot and killed seven men and placed them on the back of a pick-up truck. The seven men were wearing military like uniforms, and are suspected of being part of an irregular armed group. 7 fatalities.; Around 15 February 2024 (as reported), in Estero Lagarto (Los Rios), six men were shot and killed and their bodies were found on top of each other on a gorge in El Delirio sector. All six victims belonged to the Pajaros Locos gang (alias of Los Chandy Gang). The men were taken by unidentified armed assailants and their bodies were found the day after. The six men had a criminal record for robbery, arms possession and murder. 6 fatalities.; On 9 January 2024, in Guayaquil - Tarqui (Guayas), unidentified armed assailants clashed with five private security guards at a shopping mall on Carlos Julio Arosemena Avenue and escaped on a pick-up truck. Cars were burned outside the mall. Police officers followed the assailants and clashed with the assailants in the Los Ceibos sector. Five civilians were killed by stray bullets, Two private guards were killed outside the mall. A known musician was also shot and killed by a stray bullet. 7 fatalities.",Unidentified Gang (Ecuador); Unidentified Gang (Ecuador); Unidentified Gang (Ecuador); Unidentified Gang (Ecuador); Unidentified Gang (Ecuador); Civilians (Ecuador); Civilians (Ecuador); Unidentified Armed Group (Ecuador); Los Chandy Gang; Police Forces of Ecuador (2023-)
egypt,19,NA,NA,0,NA,NA
